"mrp_id","billno","materialplanid_number","materialplanid_name","materialattr_title","adviseorderqty","bizorderqty","advisestartdate","adviseenddate","startdate","enddate","orderdate","availabledate","closestatus_title","dropbilltype_name","droptime","rootdemandbillno","planoperatenum","createtime","creator_name","status","closestatus_reason"
MRP00278,MRP-202509-0278,RAW-NEODYMIUM,钕铁硼磁性材料,外购,5390,5390,"2025-09-09","2025-09-18","2025-09-09","2025-09-18","2025-09-06","2025-09-18",滚动计划,采购申请,"2025-09-08",MDS-202510-S002-A,MRP-RUN-202604-05,"2025-09-06 08:00:00",S&OP-平台,Active,""
MRP00279,MRP-202509-0279,PART-CABLE-ESC-HD,加强型电调线,外购,114114,114114,"2025-09-03","2025-09-15","2025-09-03","2025-09-15","2025-09-03","2025-09-15",已下发,采购申请,"2025-09-08",MDS-202510-S002-B,MRP-RUN-202604-05,"2025-09-05 08:00:00",S&OP-平台,Active,""
MRP00280,MRP-202509-0280,PART-RADAR-ALT,雷达测高仪,外购,19019,19019,"2025-08-31","2025-09-19","2025-08-31","2025-09-19","2025-08-31","2025-09-19",已下发,采购申请,"2025-09-10",MDS-202510-S002-B,MRP-RUN-202604-08,"2025-09-05 08:00:00",S&OP-平台,Active,""
MRP00281,MRP-202509-0281,PART-MCU-STM32H753,STM32H753双核芯片,外购,21637,21637,"2025-09-01","2025-09-17","2025-09-01","2025-09-17","2025-09-01","2025-09-17",已关闭,采购申请,"2025-09-08",MDS-202510-S002-B,MRP-RUN-202604-08,"2025-09-05 08:00:00",PMC-系统,Closed,""
MRP00282,MRP-202509-0282,RAW-NEODYMIUM,钕铁硼磁性材料,外购,5390,5390,"2025-09-10","2025-09-25","2025-09-10","2025-09-25","2025-09-05","2025-09-25",正常,采购申请,"2025-09-09",MDS-202510-S002-B,MRP-RUN-202604-05,"2025-09-05 08:00:00",S&OP-平台,Active,""
MRP00283,MRP-202509-0283,ASSY-FC-RTK,RTK高精度飞控总成,委外,19019,19019,"2025-09-03","2025-09-12","2025-09-03","2025-09-12","2025-09-03","2025-09-12",已下发,委外订单,"2025-09-09",MDS-202510-S002-B,MRP-RUN-202604-05,"2025-09-05 08:00:00",S&OP-平台,Active,""
MRP00284,MRP-202509-0284,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,76076,76076,"2025-09-07","2025-09-26","2025-09-07","2025-09-26","2025-09-05","2025-09-26",已关闭,采购申请,"2025-09-09",MDS-202510-S002-B,MRP-RUN-202604-02,"2025-09-05 08:00:00",PMC-系统,Closed,""
MRP00285,MRP-202509-0285,RAW-AL-ALLOY,铝合金材料,外购,30030,30030,"2025-09-09","2025-09-24","2025-09-09","2025-09-24","2025-09-05","2025-09-24",已关闭,采购申请,"2025-09-08",MDS-202510-S002-B,MRP-RUN-202604-07,"2025-09-05 08:00:00",PMC-系统,Closed,""
MRP00286,MRP-202509-0286,PART-RC-IND,工业遥控器,外购,20020,20020,"2025-09-02","2025-09-11","2025-09-02","2025-09-11","2025-09-02","2025-09-11",正常,采购申请,"2025-09-09",MDS-202510-S002-B,MRP-RUN-202604-01,"2025-09-05 08:00:00",计划专员-王敏,Active,""
MRP00287,MRP-202509-0287,PART-PCB-FC-8L,"8层飞控PCB板",外购,20020,20020,"2025-09-03","2025-09-15","2025-09-03","2025-09-15","2025-09-03","2025-09-15",滚动计划,采购申请,"2025-09-10",MDS-202510-S002-B,MRP-RUN-202604-01,"2025-09-05 08:00:00",S&OP-平台,Active,""
MRP00288,MRP-202509-0288,RAW-LIPO-CELL,锂聚合物电芯,外购,45661,45661,"2025-09-05","2025-09-24","2025-09-05","2025-09-24","2025-09-05","2025-09-24",已下发,采购申请,"2025-09-08",MDS-202510-S002-B,MRP-RUN-202604-03,"2025-09-05 08:00:00",计划专员-王敏,Active,""
MRP00289,MRP-202509-0289,RAW-COPPER-WIRE,铜漆包线,外购,7590,7590,"2025-09-02","2025-09-13","2025-09-02","2025-09-13","2025-09-02","2025-09-13",正常,采购申请,"2025-09-10",MDS-202510-S003-A,MRP-RUN-202604-01,"2025-09-06 08:00:00",计划专员-王敏,Active,""
MRP00290,MRP-202509-0290,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,外购,7800,7800,"2025-09-04","2025-09-21","2025-09-04","2025-09-21","2025-09-04","2025-09-21",已关闭,采购申请,"2025-09-08",MDS-202510-S003-A,MRP-RUN-202604-04,"2025-09-06 08:00:00",S&OP-平台,Closed,""
MRP00291,MRP-202509-0291,PART-RADAR-ALT,雷达测高仪,外购,7410,7410,"2025-09-05","2025-09-18","2025-09-05","2025-09-18","2025-09-05","2025-09-18",已关闭,采购申请,"2025-09-07",MDS-202510-S003-A,MRP-RUN-202604-08,"2025-09-06 08:00:00",S&OP-平台,Closed,""
MRP00292,MRP-202509-0292,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,7800,7800,"2025-09-11","2025-09-24","2025-09-11","2025-09-24","2025-09-06","2025-09-24",已关闭,采购申请,"2025-09-11",MDS-202510-S003-A,MRP-RUN-202604-07,"2025-09-06 08:00:00",PMC-系统,Closed,""
MRP00293,MRP-202509-0293,ASSY-FC-RTK,RTK高精度飞控总成,委外,7410,7410,"2025-09-10","2025-09-25","2025-09-10","2025-09-25","2025-09-06","2025-09-25",已关闭,委外订单,"2025-09-10",MDS-202510-S003-A,MRP-RUN-202604-05,"2025-09-06 08:00:00",S&OP-平台,Closed,""
MRP00294,MRP-202509-0294,RAW-FR4-CCL,FR4覆铜板,外购,660,660,"2025-09-08","2025-09-22","2025-09-08","2025-09-22","2025-09-06","2025-09-22",已关闭,采购申请,"2025-09-08",MDS-202510-S003-A,MRP-RUN-202604-06,"2025-09-06 08:00:00",计划专员-王敏,Closed,""
MRP00295,MRP-202509-0295,RAW-LIPO-CELL,锂聚合物电芯,外购,17790,17790,"2025-09-01","2025-09-09","2025-09-01","2025-09-09","2025-09-01","2025-09-09",已关闭,采购申请,"2025-09-08",MDS-202510-S003-A,MRP-RUN-202604-03,"2025-09-06 08:00:00",计划专员-王敏,Closed,""
MRP00296,MRP-202509-0296,RAW-AL-ALLOY,铝合金材料,外购,11700,11700,"2025-09-01","2025-09-14","2025-09-01","2025-09-14","2025-09-01","2025-09-14",滚动计划,采购申请,"2025-09-10",MDS-202510-S003-A,MRP-RUN-202604-07,"2025-09-06 08:00:00",PMC-系统,Active,""
MRP00297,MRP-202509-0297,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,29640,29640,"2025-09-05","2025-09-21","2025-09-05","2025-09-21","2025-09-05","2025-09-21",已关闭,采购申请,"2025-09-11",MDS-202510-S003-A,MRP-RUN-202604-02,"2025-09-06 08:00:00",PMC-系统,Closed,""
MRP00298,MRP-202509-0298,PART-MOTOR-4114-400KV,"4114 400KV高扭矩电机",外购,44460,44460,"2025-09-02","2025-09-14","2025-09-02","2025-09-14","2025-09-02","2025-09-14",已关闭,采购申请,"2025-09-11",MDS-202510-S003-A,MRP-RUN-202604-03,"2025-09-06 08:00:00",S&OP-平台,Closed,""
MRP00299,MRP-202509-0299,PART-ESC-50A-FOC,"50A FOC电调",外购,50550,50550,"2025-09-12","2025-09-28","2025-09-12","2025-09-28","2025-09-12","2025-09-28",已下发,采购申请,"2025-09-13",MDS-202510-S003-B,MRP-RUN-202604-02,"2025-09-12 08:00:00",计划专员-王敏,Active,""
MRP00300,MRP-202509-0300,ASSY-FC-RTK,RTK高精度飞控总成,委外,7410,7410,"2025-09-09","2025-09-21","2025-09-09","2025-09-21","2025-09-09","2025-09-21",已下发,委外订单,"2025-09-16",MDS-202510-S003-B,MRP-RUN-202604-05,"2025-09-12 08:00:00",S&OP-平台,Active,""
MRP00301,MRP-202509-0301,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,16860,16860,"2025-09-10","2025-09-24","2025-09-10","2025-09-24","2025-09-10","2025-09-24",已下发,采购申请,"2025-09-15",MDS-202510-S003-B,MRP-RUN-202604-03,"2025-09-12 08:00:00",S&OP-平台,Active,""
MRP00302,MRP-202509-0302,PART-4G-MODULE,"4G通信模块",外购,7800,7800,"2025-09-09","2025-09-27","2025-09-09","2025-09-27","2025-09-09","2025-09-27",已关闭,采购申请,"2025-09-17",MDS-202510-S003-B,MRP-RUN-202604-08,"2025-09-12 08:00:00",计划专员-王敏,Closed,""
MRP00303,MRP-202509-0303,RAW-FR4-CCL,FR4覆铜板,外购,660,660,"2025-09-17","2025-10-07","2025-09-17","2025-10-07","2025-09-12","2025-10-07",已关闭,采购申请,"2025-09-14",MDS-202510-S003-B,MRP-RUN-202604-06,"2025-09-12 08:00:00",计划专员-王敏,Closed,""
MRP00304,MRP-202509-0304,PART-RC-IND,工业遥控器,外购,7800,7800,"2025-09-17","2025-09-25","2025-09-17","2025-09-25","2025-09-12","2025-09-25",滚动计划,采购申请,"2025-09-13",MDS-202510-S003-B,MRP-RUN-202604-01,"2025-09-12 08:00:00",计划专员-王敏,Active,""
MRP00305,MRP-202509-0305,ASSY-PWR-TQ,高扭矩动力系统总成,自制,7410,7410,"2025-09-13","2025-10-01","2025-09-13","2025-10-01","2025-09-12","2025-10-01",已关闭,生产工单,"2025-09-14",MDS-202510-S003-B,MRP-RUN-202604-03,"2025-09-12 08:00:00",PMC-系统,Closed,""
MRP00306,MRP-202509-0306,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,29640,29640,"2025-09-13","2025-09-23","2025-09-13","2025-09-23","2025-09-12","2025-09-23",已关闭,采购申请,"2025-09-15",MDS-202510-S003-B,MRP-RUN-202604-02,"2025-09-12 08:00:00",PMC-系统,Closed,""
MRP00307,MRP-202509-0307,RAW-LIPO-CELL,锂聚合物电芯,外购,17790,17790,"2025-09-08","2025-09-21","2025-09-08","2025-09-21","2025-09-08","2025-09-21",已下发,采购申请,"2025-09-14",MDS-202510-S003-B,MRP-RUN-202604-03,"2025-09-12 08:00:00",计划专员-王敏,Active,""
MRP00308,MRP-202509-0308,COMP-FC-PCB-R1,RTK飞控主板,自制,7800,7800,"2025-09-17","2025-10-04","2025-09-17","2025-10-04","2025-09-12","2025-10-04",已关闭,生产工单,"2025-09-14",MDS-202510-S003-B,MRP-RUN-202604-05,"2025-09-12 08:00:00",计划专员-王敏,Closed,""
MRP00309,MRP-202509-0309,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,8430,8430,"2025-09-15","2025-09-27","2025-09-15","2025-09-27","2025-09-12","2025-09-27",正常,采购申请,"2025-09-16",MDS-202510-S003-B,MRP-RUN-202604-04,"2025-09-12 08:00:00",PMC-系统,Active,""
MRP00310,MRP-202509-0310,PART-FPGA-ICE40,ICE40 FPGA,外购,7410,7410,"2025-09-08","2025-09-18","2025-09-08","2025-09-18","2025-09-08","2025-09-18",正常,采购申请,"2025-09-13",MDS-202510-S003-B,MRP-RUN-202604-03,"2025-09-12 08:00:00",计划专员-王敏,Active,""
MRP00311,MRP-202509-0311,PART-MCU-STM32H753,STM32H753双核芯片,外购,15736,15736,"2025-09-14","2025-10-04","2025-09-14","2025-10-04","2025-09-12","2025-10-04",已关闭,采购申请,"2025-09-15",MDS-202510-S004-A,MRP-RUN-202604-08,"2025-09-12 08:00:00",PMC-系统,Closed,""
MRP00312,MRP-202509-0312,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,14560,14560,"2025-09-16","2025-10-05","2025-09-16","2025-10-05","2025-09-12","2025-10-05",已下发,采购申请,"2025-09-14",MDS-202510-S004-A,MRP-RUN-202604-07,"2025-09-12 08:00:00",PMC-系统,Active,""
MRP00313,MRP-202509-0313,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,31472,31472,"2025-09-13","2025-09-27","2025-09-13","2025-09-27","2025-09-12","2025-09-27",已关闭,采购申请,"2025-09-16",MDS-202510-S004-A,MRP-RUN-202604-03,"2025-09-12 08:00:00",S&OP-平台,Closed,""
MRP00314,MRP-202509-0314,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,15736,15736,"2025-09-07","2025-09-18","2025-09-07","2025-09-18","2025-09-07","2025-09-18",已关闭,采购申请,"2025-09-13",MDS-202510-S004-A,MRP-RUN-202604-04,"2025-09-12 08:00:00",PMC-系统,Closed,""
MRP00315,MRP-202509-0315,PART-MOTOR-4114-400KV,"4114 400KV高扭矩电机",外购,82992,82992,"2025-09-16","2025-09-27","2025-09-16","2025-09-27","2025-09-12","2025-09-27",已关闭,采购申请,"2025-09-16",MDS-202510-S004-A,MRP-RUN-202604-03,"2025-09-12 08:00:00",S&OP-平台,Closed,""
MRP00316,MRP-202509-0316,ASSY-PWR-TQ,高扭矩动力系统总成,自制,13832,13832,"2025-09-08","2025-09-17","2025-09-08","2025-09-17","2025-09-08","2025-09-17",已下发,生产工单,"2025-09-14",MDS-202510-S004-A,MRP-RUN-202604-03,"2025-09-12 08:00:00",PMC-系统,Active,""
MRP00317,MRP-202509-0317,PART-ESC-50A-FOC,"50A FOC电调",外购,94360,94360,"2025-09-15","2025-10-02","2025-09-15","2025-10-02","2025-09-12","2025-10-02",滚动计划,采购申请,"2025-09-15",MDS-202510-S004-A,MRP-RUN-202604-02,"2025-09-12 08:00:00",计划专员-王敏,Active,""
MRP00318,MRP-202509-0318,COMP-FC-PCB-R1,RTK飞控主板,自制,14560,14560,"2025-09-16","2025-10-02","2025-09-16","2025-10-02","2025-09-12","2025-10-02",已下发,生产工单,"2025-09-17",MDS-202510-S004-A,MRP-RUN-202604-05,"2025-09-12 08:00:00",计划专员-王敏,Active,""
MRP00319,MRP-202509-0319,RAW-AL-ALLOY,铝合金材料,外购,21840,21840,"2025-09-09","2025-09-19","2025-09-09","2025-09-19","2025-09-09","2025-09-19",已下发,采购申请,"2025-09-16",MDS-202510-S004-A,MRP-RUN-202604-07,"2025-09-12 08:00:00",PMC-系统,Active,""
MRP00320,MRP-202509-0320,PART-RADAR-ALT,雷达测高仪,外购,13832,13832,"2025-09-09","2025-09-18","2025-09-09","2025-09-18","2025-09-09","2025-09-18",已下发,采购申请,"2025-09-13",MDS-202510-S004-A,MRP-RUN-202604-08,"2025-09-12 08:00:00",S&OP-平台,Active,""
MRP00321,MRP-202509-0321,PART-CABLE-ESC-HD,加强型电调线,外购,82992,82992,"2025-09-08","2025-09-16","2025-09-08","2025-09-16","2025-09-08","2025-09-16",已关闭,采购申请,"2025-09-15",MDS-202510-S004-A,MRP-RUN-202604-05,"2025-09-12 08:00:00",S&OP-平台,Closed,""
MRP00322,MRP-202509-0322,RAW-FR4-CCL,FR4覆铜板,外购,1232,1232,"2025-09-13","2025-09-25","2025-09-13","2025-09-25","2025-09-12","2025-09-25",已关闭,采购申请,"2025-09-17",MDS-202510-S004-A,MRP-RUN-202604-06,"2025-09-12 08:00:00",计划专员-王敏,Closed,""
MRP00323,MRP-202509-0323,PART-ESC-50A-FOC,"50A FOC电调",外购,94360,94360,"2025-09-13","2025-09-30","2025-09-13","2025-09-30","2025-09-10","2025-09-30",滚动计划,采购申请,"2025-09-11",MDS-202510-S004-B,MRP-RUN-202604-02,"2025-09-10 08:00:00",计划专员-王敏,Active,""
MRP00324,MRP-202509-0324,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,14560,14560,"2025-09-09","2025-09-21","2025-09-09","2025-09-21","2025-09-09","2025-09-21",已关闭,采购申请,"2025-09-14",MDS-202510-S004-B,MRP-RUN-202604-07,"2025-09-10 08:00:00",PMC-系统,Closed,""
MRP00325,MRP-202509-0325,PART-MOTOR-4114-400KV,"4114 400KV高扭矩电机",外购,82992,82992,"2025-09-11","2025-09-22","2025-09-11","2025-09-22","2025-09-10","2025-09-22",滚动计划,采购申请,"2025-09-14",MDS-202510-S004-B,MRP-RUN-202604-03,"2025-09-10 08:00:00",S&OP-平台,Active,""
MRP00326,MRP-202509-0326,RAW-FR4-CCL,FR4覆铜板,外购,1232,1232,"2025-09-10","2025-09-19","2025-09-10","2025-09-19","2025-09-10","2025-09-19",已关闭,采购申请,"2025-09-13",MDS-202510-S004-B,MRP-RUN-202604-06,"2025-09-10 08:00:00",计划专员-王敏,Closed,""
MRP00327,MRP-202509-0327,RAW-AL-ALLOY,铝合金材料,外购,21840,21840,"2025-09-11","2025-09-24","2025-09-11","2025-09-24","2025-09-10","2025-09-24",正常,采购申请,"2025-09-13",MDS-202510-S004-B,MRP-RUN-202604-07,"2025-09-10 08:00:00",PMC-系统,Active,""
MRP00328,MRP-202509-0328,COMP-FC-CASE-AL-IND,工业级铝合金外壳,委外,15736,15736,"2025-09-09","2025-09-17","2025-09-09","2025-09-17","2025-09-09","2025-09-17",已下发,委外订单,"2025-09-13",MDS-202510-S004-B,MRP-RUN-202604-09,"2025-09-10 08:00:00",PMC-系统,Active,""
MRP00329,MRP-202509-0329,COMP-FC-PCB-R1,RTK飞控主板,自制,14560,14560,"2025-09-10","2025-09-19","2025-09-10","2025-09-19","2025-09-10","2025-09-19",已关闭,生产工单,"2025-09-11",MDS-202510-S004-B,MRP-RUN-202604-05,"2025-09-10 08:00:00",计划专员-王敏,Closed,""
MRP00330,MRP-202509-0330,PART-4G-MODULE,"4G通信模块",外购,14560,14560,"2025-09-12","2025-09-28","2025-09-12","2025-09-28","2025-09-10","2025-09-28",已关闭,采购申请,"2025-09-11",MDS-202510-S004-B,MRP-RUN-202604-08,"2025-09-10 08:00:00",计划专员-王敏,Closed,""
MRP00331,MRP-202509-0331,ASSY-FC-RTK,RTK高精度飞控总成,委外,13832,13832,"2025-09-10","2025-09-24","2025-09-10","2025-09-24","2025-09-10","2025-09-24",滚动计划,委外订单,"2025-09-11",MDS-202510-S004-B,MRP-RUN-202604-05,"2025-09-10 08:00:00",S&OP-平台,Active,""
MRP00332,MRP-202509-0332,ASSY-PWR-TQ,高扭矩动力系统总成,自制,13832,13832,"2025-09-14","2025-10-04","2025-09-14","2025-10-04","2025-09-10","2025-10-04",滚动计划,生产工单,"2025-09-14",MDS-202510-S004-B,MRP-RUN-202604-03,"2025-09-10 08:00:00",PMC-系统,Active,""
MRP00333,MRP-202509-0333,PART-RADAR-ALT,雷达测高仪,外购,13832,13832,"2025-09-09","2025-09-20","2025-09-09","2025-09-20","2025-09-09","2025-09-20",正常,采购申请,"2025-09-15",MDS-202510-S004-B,MRP-RUN-202604-08,"2025-09-10 08:00:00",S&OP-平台,Active,""
MRP00334,MRP-202509-0334,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,15736,15736,"2025-09-07","2025-09-24","2025-09-07","2025-09-24","2025-09-07","2025-09-24",已关闭,采购申请,"2025-09-11",MDS-202510-S004-B,MRP-RUN-202604-04,"2025-09-10 08:00:00",PMC-系统,Closed,""
MRP00335,MRP-202509-0335,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,10,10,"2025-09-11","2025-09-26","2025-09-11","2025-09-26","2025-09-10","2025-09-26",已关闭,采购申请,"2025-09-14",MDS-202510-S004-B,MRP-RUN-202604-01,"2025-09-10 08:00:00",S&OP-平台,Closed,""
MRP00336,MRP-202509-0336,PART-4G-MODULE,"4G通信模块",外购,8840,8840,"2025-09-02","2025-09-10","2025-09-02","2025-09-10","2025-09-02","2025-09-10",已关闭,采购申请,"2025-09-07",MDS-202510-S005-A,MRP-RUN-202604-08,"2025-09-03 08:00:00",计划专员-王敏,Closed,""
MRP00337,MRP-202509-0337,PART-PCB-FC-8L,"8层飞控PCB板",外购,8840,8840,"2025-09-03","2025-09-18","2025-09-03","2025-09-18","2025-09-03","2025-09-18",正常,采购申请,"2025-09-08",MDS-202510-S005-A,MRP-RUN-202604-01,"2025-09-03 08:00:00",S&OP-平台,Active,""
MRP00338,MRP-202509-0338,RAW-AL-ALLOY,铝合金材料,外购,13260,13260,"2025-09-03","2025-09-22","2025-09-03","2025-09-22","2025-09-03","2025-09-22",已关闭,采购申请,"2025-09-08",MDS-202510-S005-A,MRP-RUN-202604-07,"2025-09-03 08:00:00",PMC-系统,Closed,""
MRP00339,MRP-202509-0339,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,9554,9554,"2025-09-07","2025-09-15","2025-09-07","2025-09-15","2025-09-03","2025-09-15",已关闭,采购申请,"2025-09-08",MDS-202510-S005-A,MRP-RUN-202604-04,"2025-09-03 08:00:00",PMC-系统,Closed,""
MRP00340,MRP-202509-0340,PART-CAM-FPV,FPV图传相机,外购,8840,8840,"2025-09-04","2025-09-18","2025-09-04","2025-09-18","2025-09-03","2025-09-18",已关闭,采购申请,"2025-09-04",MDS-202510-S005-A,MRP-RUN-202604-02,"2025-09-03 08:00:00",计划专员-王敏,Closed,""
MRP00341,MRP-202509-0341,ASSY-FC-RTK,RTK高精度飞控总成,委外,8398,8398,"2025-09-07","2025-09-15","2025-09-07","2025-09-15","2025-09-03","2025-09-15",已关闭,委外订单,"2025-09-04",MDS-202510-S005-A,MRP-RUN-202604-05,"2025-09-03 08:00:00",S&OP-平台,Closed,""
MRP00342,MRP-202509-0342,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,8840,8840,"2025-09-05","2025-09-17","2025-09-05","2025-09-17","2025-09-03","2025-09-17",已关闭,采购申请,"2025-09-06",MDS-202510-S005-A,MRP-RUN-202604-07,"2025-09-03 08:00:00",PMC-系统,Closed,""
MRP00343,MRP-202509-0343,RAW-LIPO-CELL,锂聚合物电芯,外购,20162,20162,"2025-09-03","2025-09-15","2025-09-03","2025-09-15","2025-09-03","2025-09-15",已关闭,采购申请,"2025-09-07",MDS-202510-S005-A,MRP-RUN-202604-03,"2025-09-03 08:00:00",计划专员-王敏,Closed,""
MRP00344,MRP-202509-0344,PART-RADAR-ALT,雷达测高仪,外购,8398,8398,"2025-09-06","2025-09-26","2025-09-06","2025-09-26","2025-09-03","2025-09-26",已关闭,采购申请,"2025-09-06",MDS-202510-S005-A,MRP-RUN-202604-08,"2025-09-03 08:00:00",S&OP-平台,Closed,""
MRP00345,MRP-202509-0345,COMP-FC-CASE-AL-IND,工业级铝合金外壳,委外,9554,9554,"2025-08-31","2025-09-20","2025-08-31","2025-09-20","2025-08-31","2025-09-20",已下发,委外订单,"2025-09-06",MDS-202510-S005-A,MRP-RUN-202604-09,"2025-09-03 08:00:00",PMC-系统,Active,""
MRP00346,MRP-202509-0346,PART-CABLE-ESC-HD,加强型电调线,外购,50388,50388,"2025-09-03","2025-09-20","2025-09-03","2025-09-20","2025-09-03","2025-09-20",已关闭,采购申请,"2025-09-05",MDS-202510-S005-A,MRP-RUN-202604-05,"2025-09-03 08:00:00",S&OP-平台,Closed,""
MRP00347,MRP-202509-0347,PART-MOTOR-4114-400KV,"4114 400KV高扭矩电机",外购,50388,50388,"2025-09-11","2025-09-30","2025-09-11","2025-09-30","2025-09-07","2025-09-30",已关闭,采购申请,"2025-09-09",MDS-202510-S005-B,MRP-RUN-202604-03,"2025-09-07 08:00:00",S&OP-平台,Closed,""
MRP00348,MRP-202509-0348,COMP-FC-CASE-AL-IND,工业级铝合金外壳,委外,9554,9554,"2025-09-05","2025-09-22","2025-09-05","2025-09-22","2025-09-05","2025-09-22",已下发,委外订单,"2025-09-09",MDS-202510-S005-B,MRP-RUN-202604-09,"2025-09-07 08:00:00",PMC-系统,Active,""
MRP00349,MRP-202509-0349,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,10,10,"2025-09-04","2025-09-18","2025-09-04","2025-09-18","2025-09-04","2025-09-18",已关闭,采购申请,"2025-09-09",MDS-202510-S005-B,MRP-RUN-202604-01,"2025-09-07 08:00:00",S&OP-平台,Closed,""
MRP00350,MRP-202509-0350,PART-RC-IND,工业遥控器,外购,8840,8840,"2025-09-10","2025-09-18","2025-09-10","2025-09-18","2025-09-07","2025-09-18",正常,采购申请,"2025-09-10",MDS-202510-S005-B,MRP-RUN-202604-01,"2025-09-07 08:00:00",计划专员-王敏,Active,""
MRP00351,MRP-202509-0351,ASSY-FC-RTK,RTK高精度飞控总成,委外,8398,8398,"2025-09-05","2025-09-23","2025-09-05","2025-09-23","2025-09-05","2025-09-23",滚动计划,委外订单,"2025-09-09",MDS-202510-S005-B,MRP-RUN-202604-05,"2025-09-07 08:00:00",S&OP-平台,Active,""
MRP00352,MRP-202509-0352,PART-MCU-STM32H753,STM32H753双核芯片,外购,9554,9554,"2025-09-08","2025-09-16","2025-09-08","2025-09-16","2025-09-07","2025-09-16",正常,采购申请,"2025-09-08",MDS-202510-S005-B,MRP-RUN-202604-08,"2025-09-07 08:00:00",PMC-系统,Active,""
MRP00353,MRP-202509-0353,RAW-LIPO-CELL,锂聚合物电芯,外购,20162,20162,"2025-09-12","2025-09-29","2025-09-12","2025-09-29","2025-09-07","2025-09-29",滚动计划,采购申请,"2025-09-11",MDS-202510-S005-B,MRP-RUN-202604-03,"2025-09-07 08:00:00",计划专员-王敏,Active,""
MRP00354,MRP-202509-0354,ASSY-PWR-TQ,高扭矩动力系统总成,自制,8398,8398,"2025-09-09","2025-09-25","2025-09-09","2025-09-25","2025-09-07","2025-09-25",已关闭,生产工单,"2025-09-11",MDS-202510-S005-B,MRP-RUN-202604-03,"2025-09-07 08:00:00",PMC-系统,Closed,""
MRP00355,MRP-202509-0355,PART-CABLE-ESC-HD,加强型电调线,外购,50388,50388,"2025-09-03","2025-09-11","2025-09-03","2025-09-11","2025-09-03","2025-09-11",已下发,采购申请,"2025-09-10",MDS-202510-S005-B,MRP-RUN-202604-05,"2025-09-07 08:00:00",S&OP-平台,Active,""
MRP00356,MRP-202510-0356,COMP-FC-PCB-R1,RTK飞控主板,自制,14300,14300,"2025-10-13","2025-10-21","2025-10-13","2025-10-21","2025-10-12","2025-10-21",已下发,生产工单,"2025-10-17",MDS-202511-106,MRP-RUN-202604-05,"2025-10-12 08:00:00",计划专员-王敏,Active,""
MRP00357,MRP-202510-0357,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,14300,14300,"2025-10-10","2025-10-20","2025-10-10","2025-10-20","2025-10-10","2025-10-20",已关闭,采购申请,"2025-10-13",MDS-202511-106,MRP-RUN-202604-07,"2025-10-12 08:00:00",PMC-系统,Closed,""
MRP00358,MRP-202510-0358,ASSY-FC-RTK,RTK高精度飞控总成,委外,13585,13585,"2025-10-14","2025-10-27","2025-10-14","2025-10-27","2025-10-12","2025-10-27",已下发,委外订单,"2025-10-13",MDS-202511-106,MRP-RUN-202604-05,"2025-10-12 08:00:00",S&OP-平台,Active,""
MRP00359,MRP-202510-0359,ASSY-PWR-TQ,高扭矩动力系统总成,自制,13585,13585,"2025-10-11","2025-10-23","2025-10-11","2025-10-23","2025-10-11","2025-10-23",已关闭,生产工单,"2025-10-16",MDS-202511-106,MRP-RUN-202604-03,"2025-10-12 08:00:00",PMC-系统,Closed,""
MRP00360,MRP-202510-0360,PART-MCU-STM32H753,STM32H753双核芯片,外购,15455,15455,"2025-10-12","2025-10-24","2025-10-12","2025-10-24","2025-10-12","2025-10-24",正常,采购申请,"2025-10-13",MDS-202511-106,MRP-RUN-202604-08,"2025-10-12 08:00:00",PMC-系统,Active,""
MRP00361,MRP-202510-0361,PART-RC-IND,工业遥控器,外购,14300,14300,"2025-10-17","2025-11-05","2025-10-17","2025-11-05","2025-10-12","2025-11-05",正常,采购申请,"2025-10-16",MDS-202511-106,MRP-RUN-202604-01,"2025-10-12 08:00:00",计划专员-王敏,Active,""
MRP00362,MRP-202510-0362,PART-PROP-1755-CF,"1755碳纤维螺旋桨",外购,81510,81510,"2025-10-14","2025-11-01","2025-10-14","2025-11-01","2025-10-12","2025-11-01",已关闭,采购申请,"2025-10-14",MDS-202511-106,MRP-RUN-202604-05,"2025-10-12 08:00:00",PMC-系统,Closed,""
