"shipment_id","shipment_number","shipment_date","warehouse_id","warehouse_name","quantity","consignee","consignee_phone","delivery_address","logistics_provider","tracking_number","actual_delivery_date","delivery_status","sales_order_number","notes","created_date","status","customer_id"
SH0000334,SH-202401-0334,"2025-01-29",WH001,深圳天翼中央成品仓库,1.0,长沙视界文化工作室,"17991713190",浙江省宁波市,申通快递,SF20250129377896,"2025-02-03",已签收,SO-202401-00435,"","2025-01-29",Active,"10071"
SH0000335,SH-202401-0335,"2025-02-21",WH001,深圳天翼中央成品仓库,51.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,京东物流,SF20250221781403,"2025-02-26",已签收,SO-202401-00444,"","2025-02-21",Active,"10072"
SH0000336,SH-202401-0336,"2025-02-24",WH001,深圳天翼中央成品仓库,5.0,杭州视野制作传媒有限公司,"17819929088",上海市上海市,申通快递,SF20250224659543,"2025-03-01",已签收,SO-202401-00465,"","2025-02-24",Active,"10076"
SH0000337,SH-202401-0337,"2026-02-24",WH001,深圳天翼中央成品仓库,30.0,西安影动广告有限公司,"19447646966",湖南省长沙市,德邦物流,SF20260224378517,"2026-02-27",已签收,SO-202401-00490,客户仓库施工，推迟到货,"2026-02-24",Active,"10082"
SH0000338,SH-202401-0338,"2025-02-07",WH001,深圳天翼中央成品仓库,73.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,中通快递,SF20250207171744,"2025-02-11",已签收,SO-202401-00503,"","2025-02-07",Active,"10083"
SH0000339,SH-202401-0339,"2025-01-21",WH001,深圳天翼中央成品仓库,35.0,西安安通警用装备工程有限公司,"19915911873",湖南省长沙市,圆通速递,SF20250121194769,"2025-01-23",已签收,SO-202401-00563,"","2025-01-21",Active,"10094"
SH0000340,SH-202401-0340,"2025-03-03",WH001,深圳天翼中央成品仓库,21.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,圆通速递,SF20250303205389,"2025-03-08",已签收,SO-202401-00588,"","2025-03-03",Active,"10097"
SH0000341,SH-202401-0341,"2025-02-24",WH001,深圳天翼中央成品仓库,41.0,成都守护警用装备服务有限公司,"18662714327",上海市上海市,百世快递,SF20250224130353,"2025-02-28",已签收,SO-202401-00600,"","2025-02-24",Active,"10098"
SH0000342,SH-202402-0342,"2025-03-29",WH001,深圳天翼中央成品仓库,24.0,郑州农丰农机技术有限公司,"13154318806",陕西省西安市,百世快递,SF20250329475876,"2025-04-02",已签收,SO-202402-00066,"","2025-03-29",Active,"10011"
SH0000343,SH-202402-0343,"2025-03-08",WH001,深圳天翼中央成品仓库,26.0,深圳农达农机股份有限公司,"19670292350",山东省济南市,德邦物流,SF20250308656968,"2025-03-12",已签收,SO-202402-00076,"","2025-03-08",Active,"10014"
SH0000344,SH-202402-0344,"2025-03-22",WH001,深圳天翼中央成品仓库,14.0,青岛沃土植保有限公司,"15784095277",湖南省株洲市,申通快递,SF20250322288803,"2025-03-27",已签收,SO-202402-00126,"","2025-03-22",Active,"10021"
SH0000345,SH-202402-0345,"2025-03-27",WH001,深圳天翼中央成品仓库,33.0,杭州沃土农技股份有限公司,"19224173718",上海市上海市,中通快递,SF20250327501126,"2025-04-03",已签收,SO-202402-00177,"","2025-03-27",Active,"10028"
SH0000346,SH-202402-0346,"2025-04-09",WH001,深圳天翼中央成品仓库,49.0,青岛精测地理信息服务有限公司,"19455184454",四川省绵阳市,中通快递,SF20250409250069,"2025-04-12",已签收,SO-202402-00291,"","2025-04-09",Active,"10045"
SH0000347,SH-202402-0347,"2025-03-06",WH001,深圳天翼中央成品仓库,7.0,大连天图测控有限公司,"17191462297",陕西省西安市,百世快递,SF20250306581894,"2025-03-08",已签收,SO-202402-00317,"","2025-03-06",Active,"10050"
SH0000348,SH-202402-0348,"2025-04-09",WH001,深圳天翼中央成品仓库,36.0,大连天图测绘有限公司,"13272684373",陕西省咸阳市,百世快递,SF20250409810526,"2025-04-15",已签收,SO-202402-00367,"","2025-04-09",Active,"10058"
SH0000349,SH-202402-0349,"2025-03-03",WH001,深圳天翼中央成品仓库,3.0,大连视界传媒制作工作室,"17730900313",重庆市重庆市,京东物流,SF20250303462351,"2025-03-09",已签收,SO-202402-00408,"","2025-03-03",Active,"10066"
SH0000350,SH-202402-0350,"2025-04-11",WH001,深圳天翼中央成品仓库,3.0,广州镜像传媒广告有限公司,"17797115550",四川省德阳市,京东物流,SF20250411823846,"2025-04-16",已签收,SO-202402-00462,"","2025-04-11",Active,"10075"
SH0000351,SH-202402-0351,"2025-03-10",WH001,深圳天翼中央成品仓库,5.0,广州镜像传媒广告有限公司,"17797115550",四川省德阳市,德邦物流,SF20250310503380,"2025-03-13",已签收,SO-202402-00463,"","2025-03-10",Active,"10075"
SH0000352,SH-202402-0352,"2025-03-24",WH001,深圳天翼中央成品仓库,1.0,杭州视野制作传媒有限公司,"17819929088",上海市上海市,京东物流,SF20250324699704,"2025-03-31",已签收,SO-202402-00466,"","2025-03-24",Active,"10076"
SH0000353,SH-202402-0353,"2026-02-22",WH001,深圳天翼中央成品仓库,35.0,厦门影立方制作有限公司,"17206681214",北京市北京市,中通快递,SF20260222431535,"",运输中,SO-202402-00475,客户申请延迟收货,"2026-02-22",Active,"10078"
SH0000354,SH-202402-0354,"2025-03-18",WH001,深圳天翼中央成品仓库,79.0,北京视界文化有限公司,"18557707813",福建省厦门市,顺丰速运,SF20250318693419,"2025-03-24",已签收,SO-202402-00519,"","2025-03-18",Active,"10084"
SH0000355,SH-202402-0355,"2025-03-23",WH001,深圳天翼中央成品仓库,8.0,西安影像空间影像传媒有限公司,"19453954673",四川省成都市,圆通速递,SF20250323620856,"2025-03-30",已签收,SO-202402-00542,"","2025-03-23",Active,"10089"
SH0000356,SH-202402-0356,"2025-04-21",WH001,深圳天翼中央成品仓库,2.0,西安安邦安全技术工程有限公司,"15933468715",四川省成都市,申通快递,SF20250421469435,"",运输中,SO-202402-00550,"","2025-04-21",Active,"10092"
SH0000357,SH-202402-0357,"2025-03-27",WH001,深圳天翼中央成品仓库,42.0,厦门安全卫士安防工程有限公司,"18574817290",重庆市重庆市,百世快递,SF20250327810687,"2025-03-31",已签收,SO-202402-00571,"","2025-03-27",Active,"10095"
SH0000358,SH-202402-0358,"2026-01-16",WH001,深圳天翼中央成品仓库,5.0,南京安盾安保有限公司,"18140380477",河南省郑州市,中通快递,SF20260116751332,"",已发货,SO-202402-00577,客户申请延迟收货,"2026-01-16",Active,"10096"
SH0000359,SH-202403-0359,"2025-05-07",WH001,深圳天翼中央成品仓库,19.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,申通快递,SF20250507562236,"",已发货,SO-202403-00018,"","2025-05-07",Active,"10005"
SH0000360,SH-202403-0360,"2025-04-16",WH001,深圳天翼中央成品仓库,31.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,圆通速递,SF20250416237795,"2025-04-23",已签收,SO-202403-00019,"","2025-04-16",Active,"10005"
SH0000361,SH-202403-0361,"2026-01-24",WH001,深圳天翼中央成品仓库,25.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,圆通速递,SF20260124323508,"",已发货,SO-202403-00023,生产延迟导致发货推迟,"2026-01-24",Active,"10005"
SH0000362,SH-202403-0362,"2025-05-03",WH001,深圳天翼中央成品仓库,16.0,南京绿野农资服务有限公司,"15876693898",山东省济南市,申通快递,SF20250503665610,"2025-05-09",已签收,SO-202403-00049,"","2025-05-03",Active,"10008"
SH0000363,SH-202403-0363,"2025-04-03",WH001,深圳天翼中央成品仓库,7.0,长沙农兴农机服务有限公司,"18480424119",陕西省西安市,百世快递,SF20250403970813,"2025-04-06",已签收,SO-202403-00054,"","2025-04-03",Active,"10009"
SH0000364,SH-202403-0364,"2025-04-16",WH001,深圳天翼中央成品仓库,36.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,申通快递,SF20250416409478,"2025-04-21",已签收,SO-202403-00090,"","2025-04-16",Active,"10015"
SH0000365,SH-202403-0365,"2025-04-20",WH001,深圳天翼中央成品仓库,4.0,郑州绿洲农服技术有限公司,"19855420240",重庆市重庆市,京东物流,SF20250420178957,"2025-04-23",已签收,SO-202403-00105,"","2025-04-20",Active,"10018"
SH0000366,SH-202403-0366,"2026-01-31",WH001,深圳天翼中央成品仓库,4.0,成都益农农机服务有限公司,"15383968123",辽宁省沈阳市,京东物流,SF20260131172132,"2026-02-04",已签收,SO-202403-00107,生产延迟导致发货推迟,"2026-01-31",Active,"10019"
SH0000367,SH-202403-0367,"2025-03-24",WH001,深圳天翼中央成品仓库,5.0,青岛沃土植保有限公司,"15784095277",湖南省株洲市,顺丰速运,SF20250324929090,"2025-03-26",已签收,SO-202403-00125,"","2025-03-24",Active,"10021"
SH0000368,SH-202403-0368,"2025-04-25",WH001,深圳天翼中央成品仓库,4.0,西安丰收农资技术有限公司,"18126614158",河南省郑州市,中通快递,SF20250425229592,"2025-04-27",已签收,SO-202403-00148,"","2025-04-25",Active,"10024"
SH0000369,SH-202403-0369,"2025-05-14",WH001,深圳天翼中央成品仓库,45.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,圆通速递,SF20250514805000,"2025-05-19",已签收,SO-202403-00160,"","2025-05-14",Active,"10025"
SH0000370,SH-202403-0370,"2025-04-17",WH001,深圳天翼中央成品仓库,32.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,申通快递,SF20250417769567,"2025-04-23",已签收,SO-202403-00167,"","2025-04-17",Active,"10025"
SH0000371,SH-202403-0371,"2025-03-30",WH001,深圳天翼中央成品仓库,51.0,杭州沃土农技股份有限公司,"19224173718",上海市上海市,德邦物流,SF20250330594379,"2025-04-05",已签收,SO-202403-00180,"","2025-03-30",Active,"10028"
SH0000372,SH-202403-0372,"2025-03-29",WH001,深圳天翼中央成品仓库,1.0,深圳丰收农资科技有限公司,"15807435606",陕西省咸阳市,百世快递,SF20250329739717,"2025-04-02",已签收,SO-202403-00206,"","2025-03-29",Active,"10032"
SH0000373,SH-202403-0373,"2025-03-31",WH001,深圳天翼中央成品仓库,17.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,申通快递,SF20250331586819,"2025-04-06",已签收,SO-202403-00219,"","2025-03-31",Active,"10034"
SH0000374,SH-202403-0374,"2026-02-04",WH001,深圳天翼中央成品仓库,5.0,沈阳空间空间信息有限公司,"19798423334",湖北省宜昌市,中通快递,SF20260204974244,"",已发货,SO-202403-00258,客户仓库施工，推迟到货,"2026-02-04",Active,"10040"
SH0000375,SH-202403-0375,"2025-04-15",WH001,深圳天翼中央成品仓库,4.0,沈阳经纬测量有限公司,"15409268943",湖南省株洲市,百世快递,SF20250415616554,"2025-04-17",已签收,SO-202403-00378,"","2025-04-15",Active,"10061"
SH0000376,SH-202403-0376,"2025-04-26",WH001,深圳天翼中央成品仓库,46.0,大连视界传媒制作工作室,"17730900313",重庆市重庆市,中通快递,SF20250426242254,"2025-04-30",已签收,SO-202403-00407,"","2025-04-26",Active,"10066"
SH0000377,SH-202403-0377,"2025-04-15",WH001,深圳天翼中央成品仓库,40.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,圆通速递,SF20250415879238,"2025-04-18",已签收,SO-202403-00428,"","2025-04-15",Active,"10068"
SH0000378,SH-202403-0378,"2025-04-13",WH001,深圳天翼中央成品仓库,15.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,中通快递,SF20250413878325,"2025-04-16",已签收,SO-202403-00452,"","2025-04-13",Active,"10072"
SH0000379,SH-202403-0379,"2025-04-06",WH001,深圳天翼中央成品仓库,4.0,西安影动广告有限公司,"19447646966",湖南省长沙市,圆通速递,SF20250406203831,"2025-04-10",已签收,SO-202403-00491,"","2025-04-06",Active,"10082"
SH0000380,SH-202403-0380,"2026-02-22",WH001,深圳天翼中央成品仓库,25.0,北京视界文化有限公司,"18557707813",福建省厦门市,圆通速递,SF20260222946305,"",运输中,SO-202403-00510,合同变更后重新排程,"2026-02-22",Active,"10084"
SH0000381,SH-202403-0381,"2026-01-16",WH001,深圳天翼中央成品仓库,5.0,西安影像空间影像传媒有限公司,"19453954673",四川省成都市,百世快递,SF20260116956795,"",已发货,SO-202403-00540,生产延迟导致发货推迟,"2026-01-16",Active,"10089"
SH0000382,SH-202403-0382,"2025-05-23",WH001,深圳天翼中央成品仓库,5.0,西安安邦安全技术工程有限公司,"15933468715",四川省成都市,圆通速递,SF20250523485178,"2025-05-27",已签收,SO-202403-00549,"","2025-05-23",Active,"10092"
SH0000383,SH-202403-0383,"2025-04-25",WH001,深圳天翼中央成品仓库,34.0,重庆安邦安全技术工程有限公司,"15286293158",黑龙江省哈尔滨市,京东物流,SF20250425389282,"2025-04-29",已签收,SO-202403-00560,"","2025-04-25",Active,"10093"
SH0000384,SH-202403-0384,"2025-04-15",WH001,深圳天翼中央成品仓库,4.0,厦门安全卫士安防工程有限公司,"18574817290",重庆市重庆市,顺丰速运,SF20250415794963,"2025-04-18",已签收,SO-202403-00575,"","2025-04-15",Active,"10095"
SH0000385,SH-202404-0385,"2025-05-06",WH001,深圳天翼中央成品仓库,51.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,顺丰速运,SF20250506925013,"2025-05-10",已签收,SO-202404-00022,"","2025-05-06",Active,"10005"
SH0000386,SH-202404-0386,"2025-05-09",WH001,深圳天翼中央成品仓库,4.0,长沙农兴农机服务有限公司,"18480424119",陕西省西安市,申通快递,SF20250509692002,"2025-05-12",已签收,SO-202404-00055,"","2025-05-09",Active,"10009"
SH0000387,SH-202404-0387,"2026-01-28",WH001,深圳天翼中央成品仓库,27.0,长沙农兴农机服务有限公司,"18480424119",陕西省西安市,德邦物流,SF20260128377312,"2026-01-30",已签收,SO-202404-00056,客户仓库施工，推迟到货,"2026-01-28",Active,"10009"
SH0000388,SH-202404-0388,"2026-03-26",WH001,深圳天翼中央成品仓库,25.0,郑州农丰农机技术有限公司,"13154318806",陕西省西安市,德邦物流,SF20260326385577,"",运输中,SO-202404-00061,合同变更后重新排程,"2026-03-26",Active,"10011"
SH0000389,SH-202404-0389,"2025-06-02",WH001,深圳天翼中央成品仓库,23.0,郑州农丰农机技术有限公司,"13154318806",陕西省西安市,申通快递,SF20250602251716,"2025-06-09",已签收,SO-202404-00068,"","2025-06-02",Active,"10011"
SH0000390,SH-202404-0390,"2025-06-17",WH001,深圳天翼中央成品仓库,50.0,厦门绿洲农资科技有限公司,"15530613729",北京市北京市,申通快递,SF20250617282973,"2025-06-23",已签收,SO-202404-00069,"","2025-06-17",Active,"10012"
SH0000391,SH-202404-0391,"2025-05-27",WH001,深圳天翼中央成品仓库,32.0,郑州绿洲农技股份有限公司,"19693269304",北京市北京市,顺丰速运,SF20250527475644,"2025-06-01",已签收,SO-202404-00132,"","2025-05-27",Active,"10022"
SH0000392,SH-202404-0392,"2025-05-06",WH001,深圳天翼中央成品仓库,16.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,顺丰速运,SF20250506282710,"2025-05-09",已签收,SO-202404-00137,"","2025-05-06",Active,"10023"
SH0000393,SH-202404-0393,"2025-04-29",WH001,深圳天翼中央成品仓库,18.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,圆通速递,SF20250429541409,"2025-05-06",已签收,SO-202404-00146,"","2025-04-29",Active,"10023"
SH0000394,SH-202404-0394,"2025-05-21",WH001,深圳天翼中央成品仓库,5.0,西安丰收农资技术有限公司,"18126614158",河南省郑州市,顺丰速运,SF20250521599380,"2025-05-28",已签收,SO-202404-00150,"","2025-05-21",Active,"10024"
SH0000395,SH-202404-0395,"2026-02-10",WH001,深圳天翼中央成品仓库,42.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,百世快递,SF20260210459536,"2026-02-17",已签收,SO-202404-00153,客户仓库施工，推迟到货,"2026-02-10",Active,"10025"
SH0000396,SH-202404-0396,"2025-06-08",WH001,深圳天翼中央成品仓库,13.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,中通快递,SF20250608145471,"2025-06-13",已签收,SO-202404-00166,"","2025-06-08",Active,"10025"
SH0000397,SH-202404-0397,"2025-05-29",WH001,深圳天翼中央成品仓库,15.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,京东物流,SF20250529774591,"2025-06-03",已签收,SO-202404-00218,"","2025-05-29",Active,"10034"
SH0000398,SH-202404-0398,"2025-05-21",WH001,深圳天翼中央成品仓库,20.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,申通快递,SF20250521521126,"2025-05-26",已签收,SO-202404-00228,"","2025-05-21",Active,"10034"
SH0000399,SH-202404-0399,"2025-06-06",WH001,深圳天翼中央成品仓库,21.0,青岛精测地理信息服务有限公司,"19455184454",四川省绵阳市,圆通速递,SF20250606565108,"2025-06-08",已签收,SO-202404-00289,"","2025-06-06",Active,"10045"
SH0000400,SH-202404-0400,"2026-02-17",WH001,深圳天翼中央成品仓库,39.0,青岛精测地理信息服务有限公司,"19455184454",四川省绵阳市,圆通速递,SF20260217612262,"2026-02-19",已签收,SO-202404-00292,客户申请延迟收货,"2026-02-17",Active,"10045"
SH0000401,SH-202404-0401,"2025-06-02",WH001,深圳天翼中央成品仓库,33.0,青岛精测地理信息服务有限公司,"19455184454",四川省绵阳市,中通快递,SF20250602763829,"2025-06-06",已签收,SO-202404-00295,"","2025-06-02",Active,"10045"
SH0000402,SH-202404-0402,"2025-04-25",WH001,深圳天翼中央成品仓库,4.0,武汉精测勘测有限公司,"17292673892",山东省烟台市,百世快递,SF20250425499407,"2025-05-02",已签收,SO-202404-00308,"","2025-04-25",Active,"10047"
SH0000403,SH-202404-0403,"2025-06-08",WH001,深圳天翼中央成品仓库,59.0,上海地理勘测有限公司,"17297958983",黑龙江省哈尔滨市,京东物流,SF20250608630108,"2025-06-13",已签收,SO-202404-00312,"","2025-06-08",Active,"10049"
SH0000404,SH-202404-0404,"2026-03-10",WH001,深圳天翼中央成品仓库,50.0,郑州经纬空间信息有限公司,"17851333320",福建省厦门市,申通快递,SF20260310390120,"2026-03-12",已签收,SO-202404-00349,生产延迟导致发货推迟,"2026-03-10",Active,"10055"
SH0000405,SH-202404-0405,"2025-05-28",WH001,深圳天翼中央成品仓库,53.0,大连天图测绘有限公司,"13272684373",陕西省咸阳市,申通快递,SF20250528325468,"2025-06-04",已签收,SO-202404-00366,"","2025-05-28",Active,"10058"
SH0000406,SH-202404-0406,"2026-01-31",WH001,深圳天翼中央成品仓库,38.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,百世快递,SF20260131374680,"2026-02-07",已签收,SO-202404-00450,物流调度重排,"2026-01-31",Active,"10072"
SH0000407,SH-202404-0407,"2025-05-23",WH001,深圳天翼中央成品仓库,3.0,苏州光线文化工作室,"13235497187",重庆市重庆市,圆通速递,SF20250523199704,"2025-05-30",已签收,SO-202404-00521,"","2025-05-23",Active,"10085"
SH0000408,SH-202404-0408,"2025-05-08",WH001,深圳天翼中央成品仓库,85.0,大连影视通传媒传媒有限公司,"17988434627",重庆市重庆市,圆通速递,SF20250508367271,"",运输中,SO-202404-00526,"","2025-05-08",Active,"10087"
SH0000409,SH-202405-0409,"2025-06-28",WH001,深圳天翼中央成品仓库,39.0,广州绿野农技技术有限公司,"18269820594",北京市北京市,京东物流,SF20250628170394,"2025-06-30",已签收,SO-202405-00003,"","2025-06-28",Active,"10001"
SH0000410,SH-202405-0410,"2026-03-26",WH001,深圳天翼中央成品仓库,7.0,西安沃土植保科技有限公司,"17786066793",重庆市重庆市,百世快递,SF20260326548462,"",运输中,SO-202405-00007,客户申请延迟收货,"2026-03-26",Active,"10002"
SH0000411,SH-202405-0411,"2026-01-29",WH001,深圳天翼中央成品仓库,2.0,青岛田园农科有限公司,"13489747629",辽宁省沈阳市,顺丰速运,SF20260129824586,"2026-02-04",已签收,SO-202405-00012,客户申请延迟收货,"2026-01-29",Active,"10003"
SH0000412,SH-202405-0412,"2025-06-19",WH001,深圳天翼中央成品仓库,2.0,青岛农翼农技股份有限公司,"18229927269",辽宁省沈阳市,百世快递,SF20250619802559,"2025-06-24",已签收,SO-202405-00032,"","2025-06-19",Active,"10006"
SH0000413,SH-202405-0413,"2025-07-14",WH001,深圳天翼中央成品仓库,24.0,长沙沃土农服股份有限公司,"13345824373",浙江省宁波市,申通快递,SF20250714797660,"2025-07-19",已签收,SO-202405-00036,"","2025-07-14",Active,"10007"
SH0000414,SH-202405-0414,"2025-06-17",WH001,深圳天翼中央成品仓库,12.0,长沙沃土农服股份有限公司,"13345824373",浙江省宁波市,中通快递,SF20250617427626,"2025-06-23",已签收,SO-202405-00037,"","2025-06-17",Active,"10007"
SH0000415,SH-202405-0415,"2025-05-30",WH001,深圳天翼中央成品仓库,3.0,厦门绿洲农资科技有限公司,"15530613729",北京市北京市,中通快递,SF20250530323072,"2025-06-02",已签收,SO-202405-00070,"","2025-05-30",Active,"10012"
SH0000416,SH-202405-0416,"2025-06-23",WH001,深圳天翼中央成品仓库,7.0,沈阳农达农业有限公司,"17333754555",重庆市重庆市,申通快递,SF20250623213475,"2025-06-29",已签收,SO-202405-00072,"","2025-06-23",Active,"10013"
SH0000417,SH-202405-0417,"2026-03-03",WH001,深圳天翼中央成品仓库,11.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,圆通速递,SF20260303679364,"2026-03-08",已签收,SO-202405-00083,节假日延误，顺延发货,"2026-03-03",Active,"10015"
SH0000418,SH-202405-0418,"2025-07-03",WH001,深圳天翼中央成品仓库,4.0,上海沃土农资技术有限公司,"17356287095",湖北省襄阳市,申通快递,SF20250703549956,"2025-07-10",已签收,SO-202405-00095,"","2025-07-03",Active,"10016"
SH0000419,SH-202405-0419,"2025-05-31",WH001,深圳天翼中央成品仓库,6.0,上海沃土农资技术有限公司,"17356287095",湖北省襄阳市,圆通速递,SF20250531773918,"2025-06-06",已签收,SO-202405-00096,"","2025-05-31",Active,"10016"
SH0000420,SH-202405-0420,"2025-06-22",WH001,深圳天翼中央成品仓库,3.0,青岛沃土植保有限公司,"15784095277",湖南省株洲市,圆通速递,SF20250622969752,"2025-06-28",已签收,SO-202405-00129,"","2025-06-22",Active,"10021"
SH0000421,SH-202405-0421,"2025-07-12",WH001,深圳天翼中央成品仓库,38.0,郑州绿洲农技股份有限公司,"19693269304",北京市北京市,德邦物流,SF20250712386544,"2025-07-19",已签收,SO-202405-00133,"","2025-07-12",Active,"10022"
SH0000422,SH-202405-0422,"2026-01-20",WH001,深圳天翼中央成品仓库,20.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,京东物流,SF20260120482364,"2026-01-24",已签收,SO-202405-00134,节假日延误，顺延发货,"2026-01-20",Active,"10023"
SH0000423,SH-202405-0423,"2025-06-05",WH001,深圳天翼中央成品仓库,1.0,西安丰收农资技术有限公司,"18126614158",河南省郑州市,圆通速递,SF20250605520252,"2025-06-12",已签收,SO-202405-00151,"","2025-06-05",Active,"10024"
SH0000424,SH-202405-0424,"2025-06-18",WH001,深圳天翼中央成品仓库,5.0,大连农兴植保有限公司,"15125409494",浙江省宁波市,圆通速递,SF20250618132146,"2025-06-20",已签收,SO-202405-00169,"","2025-06-18",Active,"10026"
SH0000425,SH-202405-0425,"2026-02-15",WH001,深圳天翼中央成品仓库,2.0,青岛绿洲农技股份有限公司,"17769108025",山东省烟台市,百世快递,SF20260215207786,"2026-02-21",已签收,SO-202405-00184,物流调度重排,"2026-02-15",Active,"10029"
SH0000426,SH-202405-0426,"2025-06-21",WH001,深圳天翼中央成品仓库,45.0,长沙绿地农服技术有限公司,"17532074125",福建省厦门市,百世快递,SF20250621426775,"2025-06-27",已签收,SO-202405-00195,"","2025-06-21",Active,"10030"
SH0000427,SH-202405-0427,"2025-07-01",WH001,深圳天翼中央成品仓库,34.0,深圳丰收农资科技有限公司,"15807435606",陕西省咸阳市,中通快递,SF20250701189083,"2025-07-06",已签收,SO-202405-00202,"","2025-07-01",Active,"10032"
SH0000428,SH-202405-0428,"2026-02-03",WH001,深圳天翼中央成品仓库,18.0,杭州大地农资有限公司,"15126226563",上海市上海市,德邦物流,SF20260203270395,"2026-02-08",已签收,SO-202405-00208,客户申请延迟收货,"2026-02-03",Active,"10033"
SH0000429,SH-202405-0429,"2025-05-23",WH001,深圳天翼中央成品仓库,32.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,京东物流,SF20250523794093,"2025-05-29",已签收,SO-202405-00221,"","2025-05-23",Active,"10034"
SH0000430,SH-202405-0430,"2025-07-02",WH001,深圳天翼中央成品仓库,40.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,京东物流,SF20250702534303,"2025-07-08",已签收,SO-202405-00225,"","2025-07-02",Active,"10034"
SH0000431,SH-202405-0431,"2025-07-07",WH001,深圳天翼中央成品仓库,61.0,沈阳地信勘测工程有限公司,"13434961542",福建省福州市,顺丰速运,SF20250707461939,"2025-07-11",已签收,SO-202405-00244,"","2025-07-07",Active,"10037"
SH0000432,SH-202405-0432,"2025-06-24",WH001,深圳天翼中央成品仓库,5.0,青岛空地测量有限公司,"15209415691",湖北省宜昌市,圆通速递,SF20250624811444,"2025-06-30",已签收,SO-202405-00245,"","2025-06-24",Active,"10038"
SH0000433,SH-202405-0433,"2025-06-17",WH001,深圳天翼中央成品仓库,4.0,济南空信空间信息服务有限公司,"18448981305",辽宁省大连市,圆通速递,SF20250617423401,"2025-06-23",已签收,SO-202405-00268,"","2025-06-17",Active,"10042"
SH0000434,SH-202405-0434,"2025-07-13",WH001,深圳天翼中央成品仓库,44.0,郑州经纬空间信息有限公司,"17851333320",福建省厦门市,中通快递,SF20250713157443,"2025-07-16",已签收,SO-202405-00346,"","2025-07-13",Active,"10055"
SH0000435,SH-202405-0435,"2025-07-15",WH001,深圳天翼中央成品仓库,3.0,青岛天图勘测工程有限公司,"18398668350",北京市北京市,德邦物流,SF20250715904624,"2025-07-19",已签收,SO-202405-00355,"","2025-07-15",Active,"10057"
SH0000436,SH-202405-0436,"2026-02-06",WH001,深圳天翼中央成品仓库,13.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,百世快递,SF20260206448321,"2026-02-13",已签收,SO-202405-00395,客户仓库施工，推迟到货,"2026-02-06",Active,"10063"
SH0000437,SH-202405-0437,"2025-06-23",WH001,深圳天翼中央成品仓库,31.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,京东物流,SF20250623284229,"2025-06-25",已签收,SO-202405-00421,"","2025-06-23",Active,"10068"
SH0000438,SH-202405-0438,"2026-02-15",WH001,深圳天翼中央成品仓库,55.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,京东物流,SF20260215266931,"",运输中,SO-202405-00423,客户申请延迟收货,"2026-02-15",Active,"10068"
SH0000439,SH-202405-0439,"2026-03-04",WH001,深圳天翼中央成品仓库,21.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,申通快递,SF20260304140605,"",运输中,SO-202405-00429,节假日延误，顺延发货,"2026-03-04",Active,"10068"
SH0000440,SH-202405-0440,"2025-07-02",WH001,深圳天翼中央成品仓库,22.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,顺丰速运,SF20250702557409,"2025-07-06",已签收,SO-202405-00449,"","2025-07-02",Active,"10072"
SH0000441,SH-202405-0441,"2025-07-06",WH001,深圳天翼中央成品仓库,2.0,天津光影工场广告文化传播有限公司,"18198433586",重庆市重庆市,申通快递,SF20250706428267,"2025-07-10",已签收,SO-202405-00479,"","2025-07-06",Active,"10079"
SH0000442,SH-202405-0442,"2025-07-16",WH001,深圳天翼中央成品仓库,43.0,深圳影像制作文化传播有限公司,"13397721596",河南省郑州市,京东物流,SF20250716843963,"2025-07-22",已签收,SO-202405-00484,"","2025-07-16",Active,"10081"
