"sales_order_id","sales_order_number","document_date","customer_id","customer_name","line_number","product_id","product_code","product_name","quantity","unit","standard_price","discount_rate","actual_price","subtotal_amount","order_status","document_status","transaction_type","sales_department","salesperson","planned_delivery_date","is_urgent","contract_number","project_name","end_customer","quotation_number","notes","created_date","status"
SO0001016,SO-202302-00438,"2025-02-07","10071",长沙视界文化工作室,40,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,16,台,4599,"2.8%",4470,71524,已发货,已确认,项目销售,销售一部,刘洋,"2025-02-27",否,HT-2023-366,宁波市短视频制作应用项目,长沙视界文化工作室,QT-202301-00591,"","2025-02-07",Active
SO0001017,SO-202411-00439,"2025-11-28","10071",长沙视界文化工作室,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,4,台,3799,"0.0%",3799,15196,已发货,已确认,直销,销售一部,谢文,"2025-12-01",否,"","",长沙视界文化工作室,"","","2025-11-28",Active
SO0001018,SO-202411-00439,"2025-11-28","10071",长沙视界文化工作室,20,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,4,台,2299,"0.0%",2299,9196,已发货,已确认,直销,销售一部,谢文,"2025-12-01",否,"","",长沙视界文化工作室,"","","2025-11-28",Active
SO0001019,SO-202406-00440,"2025-06-24","10071",长沙视界文化工作室,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,1,台,4199,"0.0%",4199,4199,已发货,已确认,直销,销售一部,贾斌,"2025-07-28",否,"","",长沙视界文化工作室,"","","2025-06-24",Active
SO0001020,SO-202406-00440,"2025-06-24","10071",长沙视界文化工作室,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,4,台,4599,"0.0%",4599,18396,已发货,已确认,直销,销售一部,贾斌,"2025-08-08",否,"","",长沙视界文化工作室,"","","2025-06-24",Active
SO0001021,SO-202412-00441,"2025-12-15","10072",郑州影立方制作传媒有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,20,台,4199,"10.1%",3775,75498,已发货,已确认,项目销售,销售一部,钱进,"2025-12-18",否,HT-2024-019,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202412-00523,"","2025-12-15",Active
SO0001022,SO-202412-00441,"2025-12-15","10072",郑州影立方制作传媒有限公司,20,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,11,台,2299,"13.7%",1984,21824,已发货,已确认,项目销售,销售一部,钱进,"2025-12-18",否,HT-2024-019,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202412-00523,"","2025-12-15",Active
SO0001023,SO-202412-00441,"2025-12-15","10072",郑州影立方制作传媒有限公司,30,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,9,台,4599,"6.9%",4282,38535,已发货,已确认,项目销售,销售一部,钱进,"2025-12-18",否,HT-2024-019,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202412-00523,"","2025-12-15",Active
SO0001024,SO-202412-00441,"2025-12-15","10072",郑州影立方制作传媒有限公司,40,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,12,台,3799,"8.4%",3480,41759,已发货,已确认,项目销售,销售一部,钱进,"2025-12-18",否,HT-2024-019,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202412-00523,"","2025-12-15",Active
SO0001025,SO-202305-00442,"2025-05-10","10072",郑州影立方制作传媒有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,6,台,2299,"12.5%",2012,12070,已发货,已确认,直销,销售一部,曹磊,"2025-07-06",否,"","",郑州影立方制作传媒有限公司,QT-202304-00600,"","2025-05-10",Active
SO0001026,SO-202305-00442,"2025-05-10","10072",郑州影立方制作传媒有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"11.7%",3708,25954,已发货,已确认,直销,销售一部,曹磊,"2025-06-23",否,"","",郑州影立方制作传媒有限公司,QT-202304-00600,"","2025-05-10",Active
SO0001027,SO-202305-00442,"2025-05-10","10072",郑州影立方制作传媒有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,7,台,3799,"7.4%",3518,24625,已发货,已确认,直销,销售一部,曹磊,"2025-06-02",否,"","",郑州影立方制作传媒有限公司,QT-202304-00600,"","2025-05-10",Active
SO0001028,SO-202305-00442,"2025-05-10","10072",郑州影立方制作传媒有限公司,40,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,8,台,4599,"10.8%",4102,32818,已发货,已确认,直销,销售一部,曹磊,"2025-07-06",否,"","",郑州影立方制作传媒有限公司,QT-202304-00600,"","2025-05-10",Active
SO0001029,SO-202301-00443,"2025-01-24","10072",郑州影立方制作传媒有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,25,台,3799,"14.5%",3248,81204,已发货,已确认,项目销售,销售一部,张伟,"2025-02-20",否,HT-2023-372,郑州影立方制作传媒有限公司设备采购项目,郑州影立方制作传媒有限公司,QT-202301-00443,"","2025-01-24",Active
SO0001030,SO-202301-00443,"2025-01-24","10072",郑州影立方制作传媒有限公司,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,10,台,4599,"14.9%",3914,39138,已发货,已确认,项目销售,销售一部,张伟,"2025-03-20",否,HT-2023-372,郑州影立方制作传媒有限公司设备采购项目,郑州影立方制作传媒有限公司,QT-202301-00443,"","2025-01-24",Active
SO0001031,SO-202301-00443,"2025-01-24","10072",郑州影立方制作传媒有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,6,台,4199,"6.6%",3922,23531,已发货,已确认,项目销售,销售一部,张伟,"2025-02-23",否,HT-2023-372,郑州影立方制作传媒有限公司设备采购项目,郑州影立方制作传媒有限公司,QT-202301-00443,"","2025-01-24",Active
SO0001032,SO-202401-00444,"2025-01-17","10072",郑州影立方制作传媒有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,23,台,2299,"10.2%",2065,47484,已发货,已确认,项目销售,销售一部,吴磊,"2025-02-23",是,HT-2024-064,郑州影立方制作传媒有限公司设备采购项目,郑州影立方制作传媒有限公司,QT-202401-00568,"","2025-01-17",Active
SO0001033,SO-202401-00444,"2025-01-17","10072",郑州影立方制作传媒有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,11,台,4199,"8.7%",3834,42171,已发货,已确认,项目销售,销售一部,吴磊,"2025-03-08",是,HT-2024-064,郑州影立方制作传媒有限公司设备采购项目,郑州影立方制作传媒有限公司,QT-202401-00568,"","2025-01-17",Active
SO0001034,SO-202401-00444,"2025-01-17","10072",郑州影立方制作传媒有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,17,台,3799,"10.5%",3400,57802,已发货,已确认,项目销售,销售一部,吴磊,"2025-02-14",是,HT-2024-064,郑州影立方制作传媒有限公司设备采购项目,郑州影立方制作传媒有限公司,QT-202401-00568,"","2025-01-17",Active
SO0001035,SO-202404-00445,"2025-04-09","10072",郑州影立方制作传媒有限公司,10,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,28,台,4599,"12.2%",4038,113062,已取消,已取消,项目销售,销售一部,孙丽,"2025-05-26",否,HT-2024-322,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202404-00445,"","2025-04-09",Active
SO0001036,SO-202404-00445,"2025-04-09","10072",郑州影立方制作传媒有限公司,20,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,15,台,2299,"11.6%",2032,30485,已取消,已取消,项目销售,销售一部,孙丽,"2025-05-05",否,HT-2024-322,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202404-00445,"","2025-04-09",Active
SO0001037,SO-202404-00445,"2025-04-09","10072",郑州影立方制作传媒有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,13,台,4199,"11.6%",3712,48255,已取消,已取消,项目销售,销售一部,孙丽,"2025-05-25",否,HT-2024-322,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202404-00445,"","2025-04-09",Active
SO0001038,SO-202404-00445,"2025-04-09","10072",郑州影立方制作传媒有限公司,40,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,29,台,3799,"9.5%",3438,99705,已取消,已取消,项目销售,销售一部,孙丽,"2025-06-05",否,HT-2024-322,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202404-00445,"","2025-04-09",Active
SO0001039,SO-202411-00446,"2025-11-13","10072",郑州影立方制作传媒有限公司,10,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,13,台,4599,"14.4%",3937,51178,已发货,已确认,项目销售,销售一部,袁琳,"2025-12-21",否,HT-2024-168,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202411-00578,"","2025-11-13",Active
SO0001040,SO-202411-00446,"2025-11-13","10072",郑州影立方制作传媒有限公司,20,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,18,台,2299,"8.6%",2101,37823,已发货,已确认,项目销售,销售一部,袁琳,"2025-11-16",否,HT-2024-168,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202411-00578,"","2025-11-13",Active
SO0001041,SO-202305-00447,"2025-05-31","10072",郑州影立方制作传媒有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,10,台,3799,"6.7%",3544,35445,已发货,已确认,直销,销售一部,蒋敏,"2025-06-22",否,"","",郑州影立方制作传媒有限公司,QT-202305-00618,"","2025-05-31",Active
SO0001042,SO-202305-00447,"2025-05-31","10072",郑州影立方制作传媒有限公司,20,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,7,台,2299,"13.7%",1984,13888,已发货,已确认,直销,销售一部,蒋敏,"2025-07-07",否,"","",郑州影立方制作传媒有限公司,QT-202305-00618,"","2025-05-31",Active
SO0001043,SO-202406-00448,"2025-06-22","10072",郑州影立方制作传媒有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,17,台,2299,"6.8%",2143,36425,已发货,已确认,项目销售,销售一部,冯涛,"2025-08-08",否,HT-2024-256,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202406-00394,"","2025-06-22",Active
SO0001044,SO-202406-00448,"2025-06-22","10072",郑州影立方制作传媒有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,11,台,4199,"13.6%",3628,39907,已发货,已确认,项目销售,销售一部,冯涛,"2025-08-19",否,HT-2024-256,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202406-00394,"","2025-06-22",Active
SO0001045,SO-202406-00448,"2025-06-22","10072",郑州影立方制作传媒有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,12,台,3799,"7.2%",3525,42306,已发货,已确认,项目销售,销售一部,冯涛,"2025-07-19",否,HT-2024-256,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202406-00394,"","2025-06-22",Active
SO0001046,SO-202406-00448,"2025-06-22","10072",郑州影立方制作传媒有限公司,40,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,28,台,4599,"7.6%",4249,118985,已发货,已确认,项目销售,销售一部,冯涛,"2025-08-09",否,HT-2024-256,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202406-00394,"","2025-06-22",Active
SO0001047,SO-202405-00449,"2025-05-16","10072",郑州影立方制作传媒有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,6,台,4199,"8.1%",3859,23153,已发货,已确认,直销,销售一部,蒋敏,"2025-07-03",否,"","",郑州影立方制作传媒有限公司,QT-202405-00449,"","2025-05-16",Active
SO0001048,SO-202405-00449,"2025-05-16","10072",郑州影立方制作传媒有限公司,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,5,台,4599,"11.3%",4079,20397,已发货,已确认,直销,销售一部,蒋敏,"2025-06-06",否,"","",郑州影立方制作传媒有限公司,QT-202405-00449,"","2025-05-16",Active
SO0001049,SO-202405-00449,"2025-05-16","10072",郑州影立方制作传媒有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,5,台,3799,"8.7%",3468,17342,已发货,已确认,直销,销售一部,蒋敏,"2025-07-09",否,"","",郑州影立方制作传媒有限公司,QT-202405-00449,"","2025-05-16",Active
SO0001050,SO-202405-00449,"2025-05-16","10072",郑州影立方制作传媒有限公司,40,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,6,台,2299,"6.6%",2147,12884,已发货,已确认,直销,销售一部,蒋敏,"2025-07-15",否,"","",郑州影立方制作传媒有限公司,QT-202405-00449,"","2025-05-16",Active
SO0001051,SO-202404-00450,"2025-04-29","10072",郑州影立方制作传媒有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,6,台,2299,"5.4%",2175,13049,已发货,已确认,项目销售,销售一部,李娜,"2025-06-08",否,HT-2024-210,"2024年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202404-00542,"","2025-04-29",Active
SO0001052,SO-202404-00450,"2025-04-29","10072",郑州影立方制作传媒有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,14,台,3799,"11.1%",3377,47282,已发货,已确认,项目销售,销售一部,李娜,"2025-06-16",否,HT-2024-210,"2024年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202404-00542,"","2025-04-29",Active
SO0001053,SO-202404-00450,"2025-04-29","10072",郑州影立方制作传媒有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,18,台,4199,"6.1%",3943,70971,已发货,已确认,项目销售,销售一部,李娜,"2025-06-12",否,HT-2024-210,"2024年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202404-00542,"","2025-04-29",Active
SO0001054,SO-202302-00451,"2025-02-11","10072",郑州影立方制作传媒有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"12.5%",3674,25719,已发货,已确认,项目销售,销售一部,曹磊,"2025-04-02",否,HT-2023-249,"2023年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202302-00393,"","2025-02-11",Active
SO0001055,SO-202302-00451,"2025-02-11","10072",郑州影立方制作传媒有限公司,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,26,台,4599,"11.9%",4052,105345,已发货,已确认,项目销售,销售一部,曹磊,"2025-04-06",否,HT-2023-249,"2023年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202302-00393,"","2025-02-11",Active
SO0001056,SO-202302-00451,"2025-02-11","10072",郑州影立方制作传媒有限公司,30,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,24,台,2299,"5.4%",2175,52196,已发货,已确认,项目销售,销售一部,曹磊,"2025-03-01",否,HT-2023-249,"2023年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202302-00393,"","2025-02-11",Active
SO0001057,SO-202302-00451,"2025-02-11","10072",郑州影立方制作传媒有限公司,40,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,29,台,3799,"10.9%",3385,98162,已发货,已确认,项目销售,销售一部,曹磊,"2025-03-07",否,HT-2023-249,"2023年厦门市影视传媒项目",郑州影立方制作传媒有限公司,QT-202302-00393,"","2025-02-11",Active
SO0001058,SO-202403-00452,"2025-03-07","10072",郑州影立方制作传媒有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,5,台,4199,"8.5%",3842,19210,已发货,已确认,直销,销售一部,李娜,"2025-04-16",否,"","",郑州影立方制作传媒有限公司,QT-202403-00452,"","2025-03-07",Active
SO0001059,SO-202403-00452,"2025-03-07","10072",郑州影立方制作传媒有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,6,台,3799,"12.5%",3324,19945,已发货,已确认,直销,销售一部,李娜,"2025-04-13",否,"","",郑州影立方制作传媒有限公司,QT-202403-00452,"","2025-03-07",Active
SO0001060,SO-202403-00452,"2025-03-07","10072",郑州影立方制作传媒有限公司,30,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,4,台,2299,"12.7%",2007,8028,已发货,已确认,直销,销售一部,李娜,"2025-04-08",否,"","",郑州影立方制作传媒有限公司,QT-202403-00452,"","2025-03-07",Active
SO0001061,SO-202312-00453,"2025-12-24","10072",郑州影立方制作传媒有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,5,台,2299,"12.9%",2002,10012,已发货,已确认,直销,销售一部,王强,"2025-12-27",否,"","",郑州影立方制作传媒有限公司,"","","2025-12-24",Active
SO0001062,SO-202312-00453,"2025-12-24","10072",郑州影立方制作传媒有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,7,台,3799,"7.4%",3518,24625,已发货,已确认,直销,销售一部,王强,"2025-12-27",否,"","",郑州影立方制作传媒有限公司,"","","2025-12-24",Active
SO0001063,SO-202409-00454,"2025-09-12","10072",郑州影立方制作传媒有限公司,10,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,8,台,4599,"7.3%",4263,34106,已发货,已确认,项目销售,销售一部,刘洋,"2025-11-04",否,HT-2024-077,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202409-00589,"","2025-09-12",Active
SO0001064,SO-202409-00454,"2025-09-12","10072",郑州影立方制作传媒有限公司,20,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,20,台,2299,"12.7%",2007,40141,已发货,已确认,项目销售,销售一部,刘洋,"2025-10-25",否,HT-2024-077,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202409-00589,"","2025-09-12",Active
SO0001065,SO-202411-00455,"2025-11-11","10072",郑州影立方制作传媒有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,7,台,3799,"6.2%",3563,24944,已发货,已确认,项目销售,销售一部,贾斌,"2025-12-17",否,HT-2024-491,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202411-00455,"","2025-11-11",Active
SO0001066,SO-202411-00455,"2025-11-11","10072",郑州影立方制作传媒有限公司,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,13,台,4599,"5.5%",4346,56499,已发货,已确认,项目销售,销售一部,贾斌,"2025-11-28",否,HT-2024-491,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202411-00455,"","2025-11-11",Active
SO0001067,SO-202411-00455,"2025-11-11","10072",郑州影立方制作传媒有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,17,台,4199,"6.6%",3922,66672,已发货,已确认,项目销售,销售一部,贾斌,"2025-12-12",否,HT-2024-491,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202411-00455,"","2025-11-11",Active
SO0001068,SO-202411-00455,"2025-11-11","10072",郑州影立方制作传媒有限公司,40,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,8,台,2299,"8.7%",2099,16792,已发货,已确认,项目销售,销售一部,贾斌,"2025-12-23",否,HT-2024-491,厦门市影视制作应用项目,郑州影立方制作传媒有限公司,QT-202411-00455,"","2025-11-11",Active
SO0001069,SO-202306-00456,"2025-06-19","10073",哈尔滨视界传媒文化有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,21,台,2299,"9.2%",2087,43837,已发货,已确认,项目销售,销售一部,张伟,"2025-08-11",否,HT-2023-159,哈尔滨市影视制作应用项目,哈尔滨视界传媒文化有限公司,QT-202306-00414,"","2025-06-19",Active
SO0001070,SO-202306-00456,"2025-06-19","10073",哈尔滨视界传媒文化有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,24,台,4199,"3.1%",4069,97652,已发货,已确认,项目销售,销售一部,张伟,"2025-07-19",否,HT-2023-159,哈尔滨市影视制作应用项目,哈尔滨视界传媒文化有限公司,QT-202306-00414,"","2025-06-19",Active
SO0001071,SO-202306-00456,"2025-06-19","10073",哈尔滨视界传媒文化有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,26,台,3799,"6.0%",3571,92848,已发货,已确认,项目销售,销售一部,张伟,"2025-08-17",否,HT-2023-159,哈尔滨市影视制作应用项目,哈尔滨视界传媒文化有限公司,QT-202306-00414,"","2025-06-19",Active
SO0001072,SO-202409-00457,"2025-09-25","10074",大连镜头影视工作室,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,28,台,2299,"4.1%",2205,61733,已发货,已确认,项目销售,销售一部,谢文,"2025-10-26",否,HT-2024-268,"2024年常州市影视传媒项目",大连镜头影视工作室,QT-202409-00590,"","2025-09-25",Active
SO0001073,SO-202409-00457,"2025-09-25","10074",大连镜头影视工作室,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,25,台,3799,"5.9%",3575,89372,已发货,已确认,项目销售,销售一部,谢文,"2025-11-05",否,HT-2024-268,"2024年常州市影视传媒项目",大连镜头影视工作室,QT-202409-00590,"","2025-09-25",Active
SO0001074,SO-202409-00457,"2025-09-25","10074",大连镜头影视工作室,30,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,26,台,4599,"3.3%",4447,115628,已发货,已确认,项目销售,销售一部,谢文,"2025-11-01",否,HT-2024-268,"2024年常州市影视传媒项目",大连镜头影视工作室,QT-202409-00590,"","2025-09-25",Active
SO0001075,SO-202409-00457,"2025-09-25","10074",大连镜头影视工作室,40,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"0.0%",4199,29393,已发货,已确认,项目销售,销售一部,谢文,"2025-10-10",否,HT-2024-268,"2024年常州市影视传媒项目",大连镜头影视工作室,QT-202409-00590,"","2025-09-25",Active
SO0001076,SO-202305-00458,"2025-05-04","10074",大连镜头影视工作室,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,2,台,2299,"0.0%",2299,4598,已取消,已取消,直销,销售一部,谢文,"2025-06-25",否,"","",大连镜头影视工作室,"","","2025-05-04",Active
SO0001077,SO-202408-00459,"2025-08-16","10074",大连镜头影视工作室,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,4,台,4199,"0.0%",4199,16796,已发货,已确认,直销,销售一部,韩雪,"2025-10-12",否,"","",大连镜头影视工作室,QT-202408-00459,"","2025-08-16",Active
SO0001078,SO-202408-00459,"2025-08-16","10074",大连镜头影视工作室,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,3,台,4599,"0.0%",4599,13797,已发货,已确认,直销,销售一部,韩雪,"2025-09-06",否,"","",大连镜头影视工作室,QT-202408-00459,"","2025-08-16",Active
SO0001079,SO-202301-00460,"2025-01-24","10074",大连镜头影视工作室,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,5,台,2299,"0.0%",2299,11495,已发货,已确认,直销,销售一部,孙丽,"2025-03-22",是,"","",大连镜头影视工作室,QT-202301-00460,"","2025-01-24",Active
SO0001080,SO-202301-00460,"2025-01-24","10074",大连镜头影视工作室,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,4,台,4599,"0.0%",4599,18396,已发货,已确认,直销,销售一部,孙丽,"2025-02-10",是,"","",大连镜头影视工作室,QT-202301-00460,"","2025-01-24",Active
SO0001081,SO-202304-00461,"2025-04-12","10075",广州镜像传媒广告有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,5,台,3799,"0.0%",3799,18995,已发货,已确认,直销,销售一部,谢文,"2025-05-03",否,"","",广州镜像传媒广告有限公司,"","","2025-04-12",Active
SO0001082,SO-202402-00462,"2025-02-22","10075",广州镜像传媒广告有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,3,台,4199,"0.0%",4199,12597,已发货,已确认,直销,销售一部,陈静,"2025-04-14",否,"","",广州镜像传媒广告有限公司,QT-202402-00462,"","2025-02-22",Active
SO0001083,SO-202402-00463,"2025-02-04","10075",广州镜像传媒广告有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,1,台,2299,"0.0%",2299,2299,已发货,已确认,直销,销售一部,赵敏,"2025-03-12",否,"","",广州镜像传媒广告有限公司,"","","2025-02-04",Active
SO0001084,SO-202402-00463,"2025-02-04","10075",广州镜像传媒广告有限公司,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,4,台,4599,"0.0%",4599,18396,已发货,已确认,直销,销售一部,赵敏,"2025-03-19",否,"","",广州镜像传媒广告有限公司,"","","2025-02-04",Active
SO0001085,SO-202302-00464,"2025-02-23","10076",杭州视野制作传媒有限公司,10,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,4,台,2299,"0.0%",2299,9196,已发货,已确认,直销,销售一部,杨帆,"2025-04-21",否,"","",杭州视野制作传媒有限公司,"","","2025-02-23",Active
SO0001086,SO-202401-00465,"2025-01-30","10076",杭州视野制作传媒有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,5,台,4199,"0.0%",4199,20995,已发货,已确认,直销,销售一部,赵敏,"2025-02-25",否,"","",杭州视野制作传媒有限公司,"","","2025-01-30",Active
SO0001087,SO-202402-00466,"2025-02-22","10076",杭州视野制作传媒有限公司,10,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,1,台,4599,"0.0%",4599,4599,已发货,已确认,直销,销售一部,周杰,"2025-03-26",否,"","",杭州视野制作传媒有限公司,"","","2025-02-22",Active
SO0001088,SO-202311-00467,"2025-11-08","10077",深圳影像空间文化文化传播有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,4,台,3799,"0.0%",3799,15196,已发货,已确认,直销,销售一部,袁琳,"2025-12-09",否,"","",深圳影像空间文化文化传播有限公司,"","","2025-11-08",Active
SO0001089,SO-202311-00467,"2025-11-08","10077",深圳影像空间文化文化传播有限公司,20,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,3,台,4599,"0.0%",4599,13797,已发货,已确认,直销,销售一部,袁琳,"2025-11-11",否,"","",深圳影像空间文化文化传播有限公司,"","","2025-11-08",Active
SO0001090,SO-202306-00468,"2025-06-22","10077",深圳影像空间文化文化传播有限公司,10,P0005,UAV-XF-PRO-C,UAV-XF-PRO-C,30,台,4599,"9.6%",4158,124725,已取消,已取消,项目销售,销售一部,周杰,"2025-08-05",否,HT-2023-285,深圳影像空间文化文化传播有限公司设备采购项目,深圳影像空间文化文化传播有限公司,QT-202306-00415,"","2025-06-22",Active
SO0001091,SO-202306-00468,"2025-06-22","10077",深圳影像空间文化文化传播有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,27,台,3799,"2.1%",3719,100419,已取消,已取消,项目销售,销售一部,周杰,"2025-07-23",否,HT-2023-285,深圳影像空间文化文化传播有限公司设备采购项目,深圳影像空间文化文化传播有限公司,QT-202306-00415,"","2025-06-22",Active
SO0001092,SO-202306-00468,"2025-06-22","10077",深圳影像空间文化文化传播有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,29,台,4199,"3.7%",4044,117266,已取消,已取消,项目销售,销售一部,周杰,"2025-07-20",否,HT-2023-285,深圳影像空间文化文化传播有限公司设备采购项目,深圳影像空间文化文化传播有限公司,QT-202306-00415,"","2025-06-22",Active
SO0001093,SO-202306-00468,"2025-06-22","10077",深圳影像空间文化文化传播有限公司,40,P0002,UAV-XF-BASIC-PLUS,UAV-XF-BASIC-PLUS,22,台,2299,"3.8%",2212,48656,已取消,已取消,项目销售,销售一部,周杰,"2025-08-11",否,HT-2023-285,深圳影像空间文化文化传播有限公司设备采购项目,深圳影像空间文化文化传播有限公司,QT-202306-00415,"","2025-06-22",Active
